movie_id	title	genre	tag
4617	Let It Ride (1989)	['Comedy']	['gambling']
4618	Leviathan (1989)	['Horror', 'Sci-Fi', 'Thriller']	
4619	Little Monsters (1989)	['Comedy']	"['childhood fav', ""can't remember""]"
4620	Lock Up (1989)	['Action', 'Adventure', 'Drama']	
4621	Look Who's Talking (1989)	['Comedy']	"['different', 'well done', 'sleeper', 'immature', 'bruce willis', 'john travolta', 'bruce willis', 'john travolta', 'babies', 'travolta', 'afternoon section', 'technique:voice over', ""can't remember"", 'babies', 'love', 'abe vigoda', 'george segal', 'kirstie alley', 'olympia dukakis', 'fantasy', 'talking babies', 'bruce willis', 'john travolta', 'prime time stupid family movie', 'done well enough', 'funny parts', '80s', 'funny as hell']"
4622	Loverboy (1989)	['Comedy']	
4623	Major League (1989)	['Comedy']	['sports', 'baseball', 'blindfold', 'funny', 'baseball', 'cleveland', 'sport:baseball', 'friday night movie', 'wild', '80s', 'baseball', 'funny']
4624	Meet the Feebles (1989)	['Animation', 'Comedy', 'Musical']	['new zealand', 'peter jackson', 'peter jackson', '16mm', 'addiction', 'animals', 'anthropomorphic', 'black comedy', 'dark comedy', 'drugs', 'gross', 'insects', 'perverted', 'puppets', 'r', 'splatter', 'surreal', 'variety show', 'anthropomorphic', 'splatter', 'dark comedy', 'puppets', 'puppets', 'peter jackson', 'my movies', 'boring', 'perverted']
4625	Millennium (1989)	['Drama', 'Sci-Fi', 'Thriller']	
4626	Miracle Mile (1989)	['Drama', 'Romance', 'Sci-Fi']	
4627	Miss Firecracker (1989)	['Comedy']	
4628	New York Stories (1989)	['Comedy', 'Drama']	['woody allen', 'francis ford coppola']
4629	Next of Kin (1989)	['Action', 'Crime', 'Thriller']	
4630	No Holds Barred (1989)	['Action']	"[""sport:`professional' wrestling"", 'hulk', 'hulk hogan', 'pro wrestling', 'television industry', 'tiny ""zeus"" lister']"
4631	Old Gringo (1989)	['Drama']	
4632	Package, The (1989)	['Action', 'Thriller']	['gene hackman', 'tommy lee jones']
4633	Parents (1989)	['Horror']	['cannibalism', 'dark comedy']
4634	Penn & Teller Get Killed (1989)	['Adventure', 'Comedy']	
4635	Pink Cadillac (1989)	['Action', 'Comedy', 'Drama']	
4636	Punisher, The (1989)	['Action']	['boring', 'adapted from:comic', 'boring', 'crap', 'dolph lundgren', 'garbage', 'horrible', 'poorly made', 'stupid', 'sucks', 'marvel', 'super-hero', 'superhero', 'comic book']
4637	Red Scorpion (1989)	['Action']	
4638	Jurassic Park III (2001)	['Action', 'Adventure', 'Sci-Fi']	['dinosaurs', 'joe johnston', 'sam neill', 'dinosaurs', 'owned', 'ei muista', 'michael crichton', 'dinosaurs', 'michael crichton', 'sam neill', 'sequel', 'michael crichton', 'sam neill', 'franchise']
4639	America's Sweethearts (2001)	['Comedy', 'Romance']	['billy crystal', 'julia roberts', 'seth green', 'hollywood', 'movie business', 'below r', 'not worth a star']
4640	Brother (2000)	['Action', 'Crime', 'Thriller']	['to see', 'yakuza', 'japan', 'takeshi kitano', 'takeshi kitano', 'takeshi kitano', 'gangsters', 'japon', 'mafia', 'yakuza']
4641	Ghost World (2001)	['Comedy', 'Drama']	"['ohsoso', 'pretentious', 'do zassania', 'thora birch', 'adolescence', 'qube', 'lifelike', 'smart', 'on computer', 'on disc', 'thora birch', 'funny', 'high school', 'quirky', 'scarlett johansson', 'watch the credits', 'comic book', 'indie', 'bittersweet', 'deadpan', 'enigmatic', 'intimate', 'ironic', 'reflective', 'stylized', 'terry zwigoff', 'comic book', 'watched 2006', '2.5', 'attachment', 'coming of age', 'quirky', ""tumey's dvds"", 'hipster', 'do zassania', 'cultural classic', 'over-rated', ""thinks it's profound but it isn't"", 'pretentious', 'clearplay', 'r', 'thora birch', 'based on a comic', 'coming of age', 'suburbia', 'scarlett johansson', 'thora birch']"
4642	Hedwig and the Angry Inch (2000)	['Comedy', 'Drama', 'Musical']	"['based on a book', 'directorial debut', 'teddy award', 'to see', 'amazing sountrack', 'musical', 'very interesting', 'glbt', 'terrible', 'john cameron mitchell', 'based on a play', 'berlin', 'musicians', 'transgender', 'wig', 'all washed up', 'bittersweet', 'campy', 'down on their luck', 'gender-bending', ""musician's life"", 'poignant', 'quirky', 'stylized', 'unrequited love', 'wry', 'cult film', 'musical', 'queer', 'based on play', 'germany', 'rock', 'transvestism', 'music', 'sexuality', 'very interesting', 'wired 50 greatest soundtracks', 'classic', 'glbt', 'musical', 'very interesting']"
4643	Planet of the Apes (2001)	['Action', 'Adventure', 'Drama', 'Sci-Fi']	"['remake', 'futuristmovies.com', 'remake', 'owned', '""damn dirty apes""', 'dystopia', 'post-apocalyptic', 'divx1', 'post-apocalyptic', 'remake', 'plot holes', 'helena bonham carter', 'cryogenics', 'post apocalyptic', 'violence', 'remake']"
4644	Bread and Tulips (Pane e Tulipani) (2000)	['Comedy', 'Romance']	['on disc', 'italy', 'bruno ganz']
4645	Cure (1997)	['Crime', 'Horror', 'Thriller']	
4646	Greenfingers (2000)	['Comedy', 'Drama']	['quirky', 'underrated', 'england', 'flowers', 'gardening', 'prison', 'hw comedy', 'not corv lib', 'netflixbacklist']
4647	Jackpot (2001)	['Drama']	
4648	Monkey's Mask, The (2000)	['Crime', 'Mystery']	
4649	Wet Hot American Summer (2001)	['Comedy']	['goofy', 'irreverent', 'madcap', 'racy', 'satirical', 'silly', 'summery', 'hw comedy']
4650	Relentless (1989)	['Thriller']	
4651	Renegades (1989)	['Action']	
4652	Return of Swamp Thing, The (1989)	['Comedy', 'Horror', 'Sci-Fi']	['golden raspberry (worst actress)', 'dc comics']
4653	Return of the Musketeers, The (1989)	['Adventure', 'Comedy']	['swashbuckler']
4654	Road House (1989)	['Action', 'Drama']	"['forceful', 'humorous', 'sexy', 'slick', 'tense', 'friday night movie', 'easily confused with other movie(s) (title)', ""so bad it's almost good""]"
4655	Romero (1989)	['Drama']	
4656	Rosalie Goes Shopping (1989)	['Comedy']	
4657	Rude Awakening (1989)	['Comedy']	
4658	Santa Sangre (1989)	['Drama', 'Horror', 'Mystery', 'Thriller']	['atmospheric', 'cerebral', 'creepy', 'disturbing', 'eerie', 'enigmatic', 'stylized', 'tense', 'visceral', 'clowns', 'vhs', 'jodorowsky']
4659	Scandal (1989)	['Drama']	['1950s', '1960s', 'based on a true story', 'history', 'independent film', 'london', 'nudity (rear)', 'nudity (topless)', 'orgy', 'parliament', 'political scandal', 'politics', 'r', 'r:language', 'r:strong sexuality', 'sex scandal', 'nudity (rear)', 'nudity (topless)']
4660	Scenes from the Class Struggle in Beverly Hills (1989)	['Comedy']	
4661	Sea of Love (1989)	['Crime', 'Drama', 'Thriller']	['haunting', 'repeated song throughout film']
4662	See No Evil, Hear No Evil (1989)	['Comedy', 'Crime']	['funniest movies', 'nudity (topless)']
4663	She's Out of Control (1989)	['Comedy']	
4664	Shirley Valentine (1989)	['Comedy', 'Romance']	['every woman should see']
4665	Shocker (1989)	['Horror']	
4666	Skin Deep (1989)	['Comedy']	['addiction', 'recovery']
4667	Slaves of New York (1989)	['Drama']	
4668	Some Girls (a.k.a. Sisters) (1988)	['Comedy', 'Drama', 'Romance']	
4669	Stepfather II (1989)	['Horror', 'Thriller']	
4670	Stepfather, The (1987)	['Horror', 'Thriller']	
4671	Sweetie (1989)	['Drama']	['compassionate', 'confrontational', 'disturbing', 'ironic', 'quirky', 'wry']
4672	Tall Guy, The (1989)	['Comedy', 'Romance']	
4673	Tango & Cash (1989)	['Action', 'Comedy', 'Crime', 'Thriller']	['police', 'nudity (topless - brief)', 'good in the 80s', '70mm']
4674	Tap (1989)	['Drama']	
4675	Three Fugitives (1989)	['Action', 'Comedy']	
4676	Troop Beverly Hills (1989)	['Comedy']	"[""can't remember""]"
4677	Turner & Hooch (1989)	['Comedy', 'Crime']	"['dogs', 'tom hanks', 'tom hanks', 'animal:dog', ""can't remember"", 'tom hanks', 'tom hanks']"
4678	UHF (1989)	['Comedy']	"['television', 'television', ""80's classic"", 'weird al', 'quirky', 'friday night movie']"
4679	Uncle Buck (1989)	['Comedy']	"['john candy', ""can't remember"", 'john candy', 'sir john candy']"
4680	Vampire's Kiss (1989)	['Comedy', 'Horror']	
4681	War of the Roses, The (1989)	['Comedy', 'Drama']	['nudity (topless - brief)', 'divided house']
4682	Warlock (1989)	['Action', 'Horror']	"[""so bad it's almost good"", 'julian sands']"
4683	Wizard, The (1989)	['Adventure', 'Children', 'Comedy', 'Drama']	['video games', 'i love the powerglove']
4684	Worth Winning (1989)	['Comedy']	
4685	Warlock: The Armageddon (1993)	['Horror']	
4686	Weekend at Bernie's II (1993)	['Adventure', 'Comedy']	['zombie']
4687	Billy Liar (1963)	['Comedy']	['criterion', 'drab', 'quirky', 'whimsical']
4688	Black Robe (1991)	['Adventure', 'Drama']	['in netflix queue', '17th century', '17th century', 'canada', 'history', 'native americans', 'colonialism', 'culture clash', 'history']
4689	Cat 'o Nine Tails, The (Il Gatto a Nove Code) (1971)	['Crime', 'Horror', 'Sci-Fi', 'Thriller']	['70mm']
4690	Cotton Club, The (1984)	['Crime', 'Musical']	['francis ford coppola', 'mafia life', '70mm', 'betamax']
4691	Def-Con 4 (1985)	['Sci-Fi']	['betamax']
4692	Hotel New Hampshire, The (1984)	['Drama']	['bibliothek', 'owned', 'adapted from:book', 'author:john irving']
4693	Idiot Box (1996)	['Crime', 'Drama']	
4694	Left Luggage (1998)	['Drama']	['holocaust']
4695	Who'll Stop the Rain (1978)	['Crime', 'Drama']	
4696	Zorro, the Gay Blade (1981)	['Comedy']	['swashbuckler']
4697	Basket Case (1982)	['Comedy', 'Horror']	['campy', 'creepy', 'gruesome', 'lurid', 'mutants', 'quirky', 'serial killers', 'silly', 'twins and lookalikes', 'betamax', 'dvd-video']
4698	Orphans (1997)	['Comedy', 'Drama']	['directorial debut']
4699	Original Sin (2001)	['Drama', 'Romance', 'Thriller']	['on disc', 'angelina jolie', 'antonio banderas', 'boring', 'good portrayal of a weak man', 'angelina jolie', 'antonio banderas', 'nudity (topless - notable)', 'angelina jolie']
4700	Princess Diaries, The (2001)	['Comedy']	['blah', 'g', 'julie andrews', 'teen', 'san francisco', 'anne hathaway', 'hector elizondo', 'julie andrews']
4701	Rush Hour 2 (2001)	['Action', 'Comedy']	['jakie chan', 'brett ratner', 'chris tucker', 'jackie chan', 'jackie chan', 'martial arts', 'chris tucker', 'funny', 'action', 'funny', 'guns', 'martial arts', 'kung fu', 'martial arts', 'rupert everett', 'jackie chan', 'not funny', 'action', 'below r', 'brett ratner', 'jackie chan', 'funny', 'martial arts']
4702	Thomas in Love (Thomas est Amoureux) (2000)	['Comedy', 'Drama']	
4703	Chocolat (1988)	['Drama']	['playlist', 'food/cooking', 'africa', 'colonialism', 'chocolate', 'france', 'johnny depp', 'beautiful']
4704	Hatari! (1962)	['Adventure', 'Comedy']	['john wayne', 'john wayne']
4705	Cage aux Folles, La (1978)	['Comedy']	['crossdressing', 'homosexuality', 'remade', 'netwatch', 'adapted from:play']
4706	Cage aux Folles II, La (1980)	['Comedy']	['adapted from:play', 'betamax']
4707	Liebestraum (1991)	['Mystery', 'Thriller']	['superb']
4708	Marat/Sade (1966)	['Drama']	"['to see', 'angry', 'assassination plots', 'atmospheric', 'claustrophobic', 'fighting the system', 'hallucinatory', 'literate', 'passionate', 'political unrest', 'talky', 'not corv lib', ""sven's to see list""]"
4709	Paint Your Wagon (1969)	['Comedy', 'Musical', 'Western']	['70mm']
4710	Shootist, The (1976)	['Drama', 'Western']	"['jmq', 'don siegel', ""wayne's best"", 'john wayne', 'john wayne']"
4711	Theremin: An Electronic Odyssey (1993)	['Documentary']	['3']
4712	Wild Child, The (Enfant sauvage, L') (1970)	['Drama']	
4713	Altered States (1980)	['Drama', 'Sci-Fi']	['cinematographer:jordan cronenweth', 'drugs', 'psychedelic', 'annoying', 'drugs', 'chilly', 'creepy', 'experiments gone awry', 'hallucinatory', 'menacing', 'ominous', 'paranoid', 'tense', 'nudity (rear)', 'nudity (topless - notable)', 'vhs', 'apes', 'drugs', 'trippy', 'scientist experiments on self', '70mm', 'dvd-video', 'stoner movie', 'sensory deprivation']
4714	Any Which Way You Can (1980)	['Comedy']	['animal:orangutang?', 'clint eastwood', 'friggin orangutan', 'street fighting', 'clint eastwood', 'betamax']
4715	Awakening, The (1980)	['Horror']	
4716	Bad Timing: A Sensual Obsession (1980)	['Drama']	['atmospheric', 'cerebral', 'downbeat', 'dreamlike', 'meditative', 'somber', 'visceral', 'toronto film festival winner', 'toronto film festival winner 1980']
4717	Big Brawl, The (1980)	['Action', 'Comedy']	['jackie chan', 'jackie chan']
4718	American Pie 2 (2001)	['Comedy']	['teen', 'tits', 'funny', 'r', 'best comedy', 'american sign language', 'college', 'notable nudity', 'sequel', 'summer vacation', 'teen', 'walked out during screening', 'movies i own-dvd', 'nudity (topless)', 'funny', 'teen', 'alyson hannigan', 'american sign language', 'not funny', 'teen']
4719	Osmosis Jones (2001)	['Comedy']	['ostensibly for kids but: prejudice:sexism', 'the 5-second rule never applies near animals or in zoos']
4720	Others, The (2001)	['Horror', 'Mystery', 'Thriller']	"['twist ending', 'ghosts', 'saved by the ending', 'scary', 'dvd', 'surprise ending', 'afterlife', 'beautiful woman', 'bible', 'cemetary', 'child actor', 'foggy', 'formulaic', 'gardener', 'haunted house', 'house', 'housekeeper', 'isolation', 'library', 'mansion', 'mischievous children', 'mother-daughter relationships', 'mother-son relationship', 'mute', 'photograph', 'photosensitivity', 'religion', 'servants and employers', 'single parents', 'upper class', 'war widow', 'widows/widowers', 'surprise ending', 'overrated', 'ghosts', 'need to buy', 'nicole kidman', 'twist ending', 'twist ending', 'drama', 'bibliothek', 'ghosts', 'twist ending', 'nicole kidman', ""erlend's dvds"", 'ghost story', 'gothic', 'twist ending', 'atmospheric', 'austere', 'claustrophobic', 'deliberate', 'eerie', 'gloomy', 'ominous', 'ghosts', 'favorites', 'own', 'crap', 'predictable', 'a complete waste of time!', 'completely boring!', 'saturn award (best actress)', 'saturn award (best horror film)', 'saturn award (best supporting actress)', 'ghosts', 'ghosts', 'ghosts', 'surprise ending', 'buy', 'ghosts', 'horrible', 'othello', 'nicole kidman', 'scary', 'ghosts', 'nicole kidman', 'twist ending', 'atmospheric', 'eerie', 'ghosts', 'nicole kidman', 'scary', 'twist ending', 'nicole kidman', 'ghosts', 'twist ending', 'nicole kidman', 'a picturesque english horror story. in good taste.', 'twist ending']"
4721	American Outlaws (2001)	['Action', 'Comedy', 'Western']	['history', 'colin farrell', 'as historicaly correct as germany winning ww2', 'but still a fun movie.']
4722	All Over the Guy (2001)	['Comedy']	['gay', 'gay']
4723	Deep End, The (2001)	['Drama']	['redemption']
4724	On the Edge (2000)	['Drama']	
4725	Session 9 (2001)	['Horror', 'Thriller']	['coin', 'mask', 'mental hospital', 'multiple personalities', 'tape recorder', 'paras kauhu leffa ikuna!!! eli best horror ever!', 'well done', 'psychology', 'serial killer', 'well done', 'paras kauhu leffa ikuna!!! eli best horror ever!', 'loved it!', 'very well made thriller', 'well done', 'psychology']
4726	Turandot Project, The (2000)	['Documentary']	
4727	Captain Corelli's Mandolin (2001)	['Drama', 'Romance', 'War']	['christian bale', 'nicolas cage']
4728	Rat Race (2001)	['Comedy']	['jerry zucker', 'funny as hell', 'amy smart', 'breckin meyer', 'cuba gooding jr.', 'dave thomas', 'john cleese', 'jon lovitz', 'kathy bates', 'kathy najimy', 'rowan atkinson', 'seth green', 'vince vieluf', 'whoopi goldberg']
4729	Aberdeen (2000)	['Drama']	['addiction', 'alcoholism', 'cancer', 'family gatherings', 'father daughter relationship', 'great acting', 'lawyer', 'library vhs', 'male nudity', 'nudity (topless)', 'road trip', 'secrets', 'whiskey', 'wistful']
4731	Innocence (2000)	['Drama']	
4732	Bubble Boy (2001)	['Comedy']	['filmed in palmdale']
4733	Curse of the Jade Scorpion, The (2001)	['Comedy']	['allen is brilliant', 'just allen', 'woody allen', 'adultery', 'adultery', 'alter ego', 'chandleresque', 'vhs']
4734	Jay and Silent Bob Strike Back (2001)	['Comedy']	['cameos', 'jay and silent bob', 'kevin smith', 'view askew', 'do kupienia', 'stoner movie', 'kevin smith', 'own', 'jay and silent bob', 'bluntman and chronic', 'cameos', 'jay and silent bob', 'marijuana', 'parody', 'scooby doo', 'star wars', 'view askew', 'seen more than once', 'cameo-fest', 'jay and silent bob', 'parody', 'kevin smith', 'kevin smith', 'bluntman and chronic', 'james bond', 'bluntman and chronic', 'jay and silent bob', 'marijuana', 'parody', 'stoner movie', 'cameos', 'marijuana', 'scooby doo', 'star wars', 'view askew']
4735	Ghosts of Mars (2001)	['Horror', 'Sci-Fi', 'Thriller']	['jason statham', 'john carpenter', 'jason statham']
4736	Summer Catch (2001)	['Comedy', 'Romance']	
4737	American Rhapsody, An (2001)	['Drama']	
4738	Happy Accidents (2000)	['Romance', 'Sci-Fi']	['insanity', 'new york', 'time travel', 'on disc', 'not a comedy']
4739	Lisa Picard is Famous (a.k.a. Famous) (2000)	['Comedy', 'Drama']	
4740	Maybe Baby (2000)	['Comedy', 'Romance']	['hugh laurie', 'british', 'hugh laurie']
4741	Together (Tillsammans) (2000)	['Comedy', 'Drama']	['seen more than once', '1970s', 'commune', 'conflicts and differences between 2 people', 'friendship', 'gender', 'gender-bending', 'loneliness', 'love', 'maturity', 'parenthood', 'politics', 'puberty', 'sexuality', 'social criticism', 'socialism', 'volkswagen', 'nostalgic', 'witty', 'seen more than once', 'seen more than once', 'millenial foreign comedies to see']
4742	Punks (2000)	['Comedy']	
4743	Tortilla Soup (2001)	['Comedy', 'Romance']	['remake', 'immigrant', 'strong woman', 'bernie l recommends', 'remake of eat drink man woman']
4744	Jeepers Creepers (2001)	['Horror']	['horror', 'monster']
4745	O (2001)	['Drama']	['based on a play', 'based on a book', 'shakespeare', 'taped', 'adapted from:play', 'playwright:shakespeare', 'shakespeare', 'meh', 'very interesting adaptation', 'well acted', 'well done']
4746	Waking Up in Reno (2002)	['Comedy', 'Romance']	
4747	Speedway Junky (1999)	['Drama']	
4748	3 Ninjas (1992)	['Action', 'Children']	['nostalgic', 'karate', 'karate', 'to see with rachel']
4749	3 Ninjas Kick Back (1994)	['Action', 'Children']	
4750	3 Ninjas Knuckle Up (1995)	['Action', 'Children']	['imdb bottom 100', 'nostalgic']
4751	Hunter, The (1980)	['Action', 'Thriller']	
4752	Maniac (1980)	['Horror']	
4753	Vamp (1986)	['Comedy', 'Horror']	['vampire', 'vampires']
4754	Wicker Man, The (1973)	['Horror', 'Musical', 'Mystery', 'Thriller']	"['island', 'religion', 'small town', 'hammer film productions', 'cult film', ""erlend's dvds"", 'atmospheric', 'disturbing', 'eerie', 'enigmatic', 'missing persons', 'obsessive quests', 'ominous', 'religious zealotry', 'sexual', 'trapped or confined', 'nudity (topless - notable)', ""tumey's dvds"", 'pagan', 'cult film']"
4755	Wish Upon a Star (1996)	['Comedy']	
4756	Musketeer, The (2001)	['Action', 'Adventure', 'Drama', 'Romance']	['swashbuckler']
4757	Rock Star (2001)	['Drama', 'Musical']	
4758	Soul Survivors (a.k.a. The Killer Cut) (2001)	['Horror', 'Thriller']	
4759	Two Can Play That Game (2001)	['Comedy', 'Drama']	
4760	Bounce: Behind the Velvet Rope (2000)	['Documentary']	
4761	Diamond Men (2001)	['Drama']	
4762	Djomeh (2000)	['Drama']	
4763	Iron Ladies, The (Satree lek) (2000)	['Comedy']	['glbt', 'transgendered', 'glbt', 'sports', 'transgendered']
4764	Kill Me Later (2001)	['Romance', 'Thriller']	
4765	L.I.E. (2001)	['Drama']	['directorial debut']
4766	Our Lady of the Assassins (La Virgen de los Sicarios) (2000)	['Crime', 'Drama', 'Romance']	
4767	Abbott and Costello Meet the Mummy (1955)	['Comedy']	['mummy']
4768	Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)	['Crime', 'Mystery', 'Thriller']	"[""erlend's dvds"", 'fritz lang', 'fritz lang']"
4769	Into the Arms of Strangers: Stories of the Kindertransport (2000)	['Documentary']	['oscar (best documentary feature)', 'evacuees', 'world war ii', 'germany', 'individual heroism', 'pg', 'altruism', 'holocaust']
4770	Glass House, The (2001)	['Thriller']	['bibliothek']
4771	Hardball (2001)	['Drama']	['baseball', 'based on a book', 'keanu reeves']
4772	Dinner Rush (2000)	['Drama']	['r']
4773	Haiku Tunnel (2001)	['Comedy']	['procrastination', 'workplace']
4774	Big Trouble (2002)	['Comedy', 'Crime']	['hilarious!! :d', 'ben foster', 'tim allen', 'based on book', 'crime', 'family']
4775	Glitter (2001)	['Drama', 'Musical', 'Romance']	['imdb bottom 100', 'golden raspberry (worst actress)', 'bittersweet', 'campy', 'flashy', 'lavish', 'sentimental', 'slick', 'sweeping', 'campy', 'campy']
4776	Training Day (2001)	['Crime', 'Drama', 'Thriller']	"['denzel washington', 'oscar (best actor)', 'divx', 'library vhs', 'to see', 'oscar (best actor)', 'taped', 'worst denzel movie ever', 'bibliothek', 'own', 'riveting', 'denzel washington', ""eric's dvds"", 'nudity (topless - brief)', 'notable nudity', 'denzel washington', 'oscar (best actor)', 'bad guy good', 'clearplay', 'denzel washington', 'notable nudity', 'nudity (topless - brief)', 'oscar (best actor)', 'r', 'bad guy good', 'eva mendez', 'violent yet uplifting', 'oscar (best actor)']"
4777	American Astronaut, The (2001)	['Comedy', 'Musical', 'Sci-Fi']	['black and white', 'energy', 'strangely compelling', 'florida film festival winner', 'florida film festival winner best narrative feature special jury award 2001']
4778	Children Underground (2000)	['Documentary']	['documentary', 'romanian', 'sad']
4779	Go Tigers! (2001)	['Documentary']	
4780	Liam (2000)	['Drama']	
4781	Megiddo: The Omega Code 2 (2001)	['Thriller']	
4782	Sidewalks of New York (2001)	['Comedy', 'Romance']	['forgettable', 'new york city', 'video store', 'dating', 'divorce', 'independent film', 'love affair', 'new york', 'love affair', 'new york city']
4783	Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)	['Documentary']	['antarctica', 'florida film festival winner', 'florida film festival winner best documentary feature audience award 2001']
4784	French Lieutenant's Woman, The (1981)	['Drama']	
4785	Great Silence, The (Il Grande Silenzio) (1969)	['Drama', 'Western']	['atmospheric', 'austere', 'bleak', 'cynical', 'gritty', 'harsh', 'wintry', 'klaus kinski']
4786	Legend of Hell House, The (1973)	['Horror', 'Thriller']	['feh', 'author:richard matheson']
4787	Little Man Tate (1991)	['Drama']	['prodigies']
4788	Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)	['Drama', 'Romance']	['russian', 'oscar (best foreign language film)', 'oscar (best foreign language film)']
4789	Phantom of the Paradise (1974)	['Comedy', 'Horror', 'Musical']	['black comedy', 'disfigurement', 'brian de palma']
4790	Return of a Man Called Horse, The (1976)	['Western']	['70mm']
4791	Valdez Is Coming (1971)	['Western']	
4792	13 Ghosts (1960)	['Horror']	['remade', 'ghosts/afterlife', 'dvd-ram']
4793	Montenegro (1981)	['Drama']	
4794	Opera (1987)	['Crime', 'Horror', 'Mystery']	['atmospheric', 'cerebral', 'creepy', 'disturbing', 'gruesome', 'haunted by the past', 'lavish', 'menacing', 'mind games', 'stylized', 'tense', 'visceral', 'witnessing a crime', 'women in jeopardy']
4795	Father Goose (1964)	['Comedy', 'Romance', 'War']	"['j netflix', ""tumey's dvds""]"
4796	Grass is Greener, The (1960)	['Comedy', 'Romance']	['bibliothek', 'less than 300 ratings']
4797	Hole in the Head, A (1959)	['Comedy', 'Musical']	
4798	Indiscreet (1958)	['Comedy', 'Romance']	['bright', 'light', 'talky', 'urbane', 'witty', 'wry', 'cary grant', 'ingrid bergman']
4799	It's a Mad, Mad, Mad, Mad World (1963)	['Comedy']	"['comedy', 'slapstick', 'wacky', 'race', 'competition', 'greed', 'husband-wife relationship', 'oscar (best sound)', 'race against time', 'slapstick', 'treasure hunt', '70mm', 'more queasy than ""funny""', '70mm', 'afi 100 (laughs)']"
4800	King Solomon's Mines (1937)	['Adventure']	['pulp']
4801	Little Foxes, The (1941)	['Drama']	['bette davis', 'family']
4802	Operation Petticoat (1959)	['Comedy', 'War']	"['cary grant', ""arthur o'connell"", 'dina merrill', ""joan o'brien"", 'tony curtis']"
4803	Play Misty for Me (1971)	['Thriller']	"['directorial debut', ""erlend's dvds"", 'personality disorder', 'clint eastwood', 'clint eastwood']"
4804	Pocketful of Miracles (1961)	['Comedy', 'Drama']	['comedy', 'drama', 'favorite', 'less than 300 ratings']
4805	Sayonara (1957)	['Drama']	['oscar (best supporting actor)', 'oscar (best supporting actress)', 'less than 300 ratings', 'oscar (best supporting actor)', 'oscar (best supporting actress)']
4806	Shop on Main Street, The (Obchod na korze) (1965)	['Drama']	['criterion', 'oscar (best foreign language film)']
4807	Spring Break (1983)	['Comedy']	
4808	Vanishing, The (1993)	['Mystery', 'Thriller']	['remake', 'remake', 'super scary']
4809	Silkwood (1983)	['Drama']	['nuclear disaster', 'union', 'nuclear power environmental issues', 'bibliothek', 'best performance:  meryl streep as karen silkwood', 'working class', 'death', 'nuclear', 'afi 100 (cheers)']
4810	I Never Promised You a Rose Garden (1977)	['Drama']	
4811	Quadrophenia (1979)	['Drama', 'Musical']	"['library', 'motorcycle', 'rebels and outsiders', ""tumey's dvds""]"
4812	SpaceCamp (1986)	['Adventure', 'Sci-Fi']	"['nasa', 'space', 'childhood flashback', 'space', ""can't remember"", 'joaquin phoenix', 'space', '70mm']"
4813	When Worlds Collide (1951)	['Sci-Fi']	['death', 'spaceships', 'doomsday']
4814	Don't Say a Word (2001)	['Thriller']	['andrew klavan', 'sean bean dies', 'mute', 'witness', 'taped', 'clearplay', 'r']
4815	Hearts in Atlantis (2001)	['Drama']	['stephen king', 'anthony hopkins']
4816	Zoolander (2001)	['Comedy']	"['fashion', 'frankie goes to hollywood', 'piano', 'piano tie', 'seen more than once', 'will ferrell', 'kate', 'stephanie', 'male models', 'pg-13', 'ben stiller', 'good to own and watch over and over', 'hysterical', 'mindless one liners', 'will ferrell', 'one of the most overrated comedies of all time and one of the first films i walked out in the middle of.', 'silly humor', 'models', 'funny as hell', 'seen more than once', 'seen at the cinema', 'bechdel test:fail', 'cameo:david bowie', 'club dj (scene)', 'dance off (scene)', 'disc jockey (scene)', 'fashion', 'group sex', 'prejudice:transphobic', 'stiller&wilson', 'goofy', 'quirky', 'farce', 'goofy', 'goofy', 'models', ""it thought it was funny but it wasn't"", 'over-rated', 'david bowie', 'stupid', 'not funny', 'farce', 'farce', 'spoof']"
4817	Born Romantic (2000)	['Comedy', 'Drama', 'Romance']	
4818	Extreme Days (2001)	['Action', 'Adventure', 'Comedy', 'Drama']	
4819	Go Figure (Va savoir) (2001)	['Comedy', 'Drama', 'Romance']	
4820	Won't Anybody Listen? (2000)	['Documentary']	
4821	Joy Ride (2001)	['Adventure', 'Thriller']	['road kill']
4822	Max Keeble's Big Move (2001)	['Children', 'Comedy']	['alex d. linz', 'jamie kennedy', 'josh peck', 'larry miller', 'zena grey']
4823	Serendipity (2001)	['Comedy', 'Romance']	['john cusack', 'wedding', 'good romantic comedies', 'bibliothek', 'good romantic comedies', 'few nice laughs', 'john cusack', 'wedding', 'john cusack', 'few nice laughs', 'good romantic comedies', 'wedding']
4824	Grateful Dawg (2000)	['Documentary']	['jerry garcia', 'less than 300 ratings']
4825	Swamp, The (La Ci̩naga) (2001)	['Comedy', 'Drama']	
4826	Big Red One, The (1980)	['Action', 'Drama', 'War']	['classic', 'war', 'bleak', 'disturbing', 'forceful', 'gritty', 'rousing', 'tense', 'history', 'dvd-video']
4827	Boogeyman, The (1980)	['Horror']	['betamax']
4828	Party, The (La Boum) (1980)	['Comedy', 'Romance']	
4829	Lady in a Cage (1964)	['Drama', 'Thriller']	
4830	Brubaker (1980)	['Crime', 'Drama']	['liberal', 'prison']
